Sentence,LenFacScore,Score,predicted_sent,logprobs,GoodBad,Filename,pair_id,field,linguistics_term,Grammar,good_score,bad_score,correct_pair
Name will drive to .,-4.32595682144165,-25.955739974975586,"what , n't like go","[-3.3675284385681152, -4.819448471069336, -5.649302005767822, -5.913621425628662, -6.204894065856934, -0.0009450022480450571]",bad,drop_argument,691,syntax,argument_structure,sample4,-4.138338565826416,-4.32595682144165,TRUE
Name will climb up .,-4.138338565826416,-24.830032348632812,"what , n't ? ?","[-3.3675284385681152, -4.819448471069336, -9.106201171875, -4.482723236083984, -3.053253650665283, -0.0008774721063673496]",good,drop_argument,691,syntax,argument_structure,sample4,-4.138338565826416,-4.32595682144165,TRUE
Name will drive to .,-3.9766204357147217,-23.859722137451172,"what , ? it Name","[-2.9871325492858887, -5.333516597747803, -6.702162265777588, -3.7962191104888916, -5.040162086486816, -0.0005301024066284299]",bad,drop_argument,691,syntax,argument_structure,sample5,-4.751712322235107,-3.9766204357147217,FALSE
Name will climb up .,-4.751712322235107,-28.510272979736328,"what , ? ? ?","[-2.9871325492858887, -5.333516597747803, -10.345794677734375, -7.879456520080566, -1.9639710187911987, -0.0004033228906337172]",good,drop_argument,691,syntax,argument_structure,sample5,-4.751712322235107,-3.9766204357147217,FALSE
Name will drive to .,-4.210777282714844,-25.264663696289062,"what , n't what Name","[-3.349701166152954, -5.8057756423950195, -7.879159450531006, -4.333488464355469, -3.8960647583007812, -0.00047398300375789404]",bad,drop_argument,691,syntax,argument_structure,sample6,-4.043609142303467,-4.210777282714844,TRUE
Name will climb up .,-4.043609142303467,-24.261653900146484,"what , n't ? ?","[-3.349701166152954, -5.8057756423950195, -8.339069366455078, -4.9229631423950195, -1.843625783920288, -0.0005184260080568492]",good,drop_argument,691,syntax,argument_structure,sample6,-4.043609142303467,-4.210777282714844,TRUE
Name will drive to .,-4.784295558929443,-28.705772399902344,"what , read ? the","[-3.405649185180664, -5.397249221801758, -5.901998996734619, -6.930814743041992, -7.068367958068848, -0.0016921738861128688]",bad,drop_argument,691,syntax,argument_structure,sample7,-4.758596897125244,-4.784295558929443,TRUE
Name will climb up .,-4.758596897125244,-28.55158233642578,"what , read the ?","[-3.405649185180664, -5.397249221801758, -9.105267524719238, -7.562623023986816, -3.0800914764404297, -0.00070296844933182]",good,drop_argument,691,syntax,argument_structure,sample7,-4.758596897125244,-4.784295558929443,TRUE
Name will drive to .,-4.072017669677734,-24.432106018066406,"what , n't . put","[-3.1054515838623047, -5.9057135581970215, -5.464148998260498, -3.34121036529541, -6.614994049072266, -0.0005857420619577169]",bad,drop_argument,691,syntax,argument_structure,sample8,-4.238108158111572,-4.072017669677734,FALSE
Name will climb up .,-4.238108158111572,-25.42864990234375,"what , n't Name ?","[-3.1054515838623047, -5.9057135581970215, -9.658150672912598, -4.919028282165527, -1.8399879932403564, -0.0003159739135298878]",good,drop_argument,691,syntax,argument_structure,sample8,-4.238108158111572,-4.072017669677734,FALSE
Name will drive to .,-4.33845329284668,-26.030719757080078,"what , n't what Name","[-3.224195957183838, -5.471909046173096, -7.446220397949219, -4.461259841918945, -5.426490306854248, -0.0006438804557546973]",bad,drop_argument,691,syntax,argument_structure,sample9,-3.7960517406463614,-4.33845329284668,TRUE
Name will climb up .,-3.7960517406463614,-22.776309967041016,"what , n't up there","[-3.224195957183838, -5.471909046173096, -9.77857780456543, -1.87916100025177, -2.421943187713623, -0.0005225961795076728]",good,drop_argument,691,syntax,argument_structure,sample9,-3.7960517406463614,-4.33845329284668,TRUE
Name knows .,-4.322393894195557,-17.289575576782227,"what , .","[-3.038832426071167, -13.179373741149902, -1.0710099935531616, -0.0003586364327929914]",good,drop_argument,703,syntax,argument_structure,sample1,-4.322393894195557,-4.209181785583496,FALSE
Name looked like .,-4.209181785583496,-21.045909881591797,"what , like that","[-3.038832426071167, -11.263042449951172, -1.5480091571807861, -5.195694923400879, -0.000331704446580261]",bad,drop_argument,703,syntax,argument_structure,sample1,-4.322393894195557,-4.209181785583496,FALSE
Name knows .,-4.2486748695373535,-16.994699478149414,"what , that","[-3.5443806648254395, -10.598404884338379, -2.851508378982544, -0.00040451448876410723]",good,drop_argument,703,syntax,argument_structure,sample10,-4.2486748695373535,-5.012652397155762,TRUE
Name looked like .,-5.012652397155762,-25.063261032104492,"what , in that","[-3.5443806648254395, -10.701844215393066, -2.70245361328125, -8.114107131958008, -0.00047541281674057245]",bad,drop_argument,703,syntax,argument_structure,sample10,-4.2486748695373535,-5.012652397155762,TRUE
Name knows .,-4.277445316314697,-17.10978126525879,"what , you","[-3.3328781127929688, -10.31534194946289, -3.4610352516174316, -0.0005259322933852673]",good,drop_argument,703,syntax,argument_structure,sample2,-4.277445316314697,-4.925529003143311,TRUE
Name looked like .,-4.925529003143311,-24.62764549255371,"what , ? that","[-3.3328781127929688, -11.377701759338379, -3.8593008518218994, -6.057229518890381, -0.0005342725198715925]",bad,drop_argument,703,syntax,argument_structure,sample2,-4.277445316314697,-4.925529003143311,TRUE
Name knows .,-4.39787483215332,-17.59149932861328,what . .,"[-3.209115743637085, -13.148283958435059, -1.2336183786392212, -0.00048160876031033695]",good,drop_argument,703,syntax,argument_structure,sample3,-4.39787483215332,-5.879971027374268,TRUE
Name looked like .,-5.879971027374268,-29.39985466003418,what . ? that,"[-3.209115743637085, -12.491288185119629, -7.20811128616333, -6.490941524505615, -0.00039748396375216544]",bad,drop_argument,703,syntax,argument_structure,sample3,-4.39787483215332,-5.879971027374268,TRUE
Name knows .,-4.6413893699646,-18.5655574798584,"what , that","[-3.3675284385681152, -10.480596542358398, -4.716457843780518, -0.0009754904895089567]",good,drop_argument,703,syntax,argument_structure,sample4,-4.6413893699646,-4.109670162200928,FALSE
Name looked like .,-4.109670162200928,-20.548351287841797,"what , like that","[-3.3675284385681152, -10.031187057495117, -1.2540329694747925, -5.894679069519043, -0.0009234455064870417]",bad,drop_argument,703,syntax,argument_structure,sample4,-4.6413893699646,-4.109670162200928,FALSE
Name knows .,-3.729063272476196,-14.916253089904785,"what , .","[-2.9871325492858887, -10.931950569152832, -0.9968437552452087, -0.0003271759778726846]",good,drop_argument,703,syntax,argument_structure,sample5,-3.729063272476196,-4.263594627380371,TRUE
Name looked like .,-4.263594627380371,-21.317974090576172,"what , . that","[-2.9871325492858887, -11.039339065551758, -3.615535020828247, -3.6751513481140137, -0.0008155357209034264]",bad,drop_argument,703,syntax,argument_structure,sample5,-3.729063272476196,-4.263594627380371,TRUE
Name knows .,-4.105246543884277,-16.42098617553711,"what , you","[-3.349701166152954, -11.122843742370605, -1.947953224182129, -0.00048756631440483034]",good,drop_argument,703,syntax,argument_structure,sample6,-4.105246543884277,-4.83506441116333,TRUE
Name looked like .,-4.83506441116333,-24.175321578979492,"what , like that","[-3.349701166152954, -11.933317184448242, -1.0095510482788086, -7.8818678855896, -0.0008848565630614758]",bad,drop_argument,703,syntax,argument_structure,sample6,-4.105246543884277,-4.83506441116333,TRUE
Name knows .,-4.747418403625488,-18.989673614501953,"what , that","[-3.405649185180664, -12.006499290466309, -3.5769166946411133, -0.0006087357178330421]",good,drop_argument,703,syntax,argument_structure,sample7,-4.747418403625488,-4.4642534255981445,FALSE
Name looked like .,-4.4642534255981445,-22.32126808166504,"what , in that","[-3.405649185180664, -11.003488540649414, -3.1965646743774414, -4.714901447296143, -0.0006643710657954216]",bad,drop_argument,703,syntax,argument_structure,sample7,-4.747418403625488,-4.4642534255981445,FALSE
Name knows .,-3.8747711181640634,-15.49908447265625,"what , .","[-3.1054515838623047, -11.379688262939453, -1.0133980512619019, -0.0005466635921038687]",good,drop_argument,703,syntax,argument_structure,sample8,-3.8747711181640634,-4.979264736175537,TRUE
Name looked like .,-4.979264736175537,-24.896324157714844,"what , . that","[-3.1054515838623047, -11.987438201904297, -3.377753734588623, -6.425179481506348, -0.0005006728461012244]",bad,drop_argument,703,syntax,argument_structure,sample8,-3.8747711181640634,-4.979264736175537,TRUE
Name knows .,-4.046450138092041,-16.185800552368164,"what , Name","[-3.224195957183838, -10.587092399597168, -2.3738999366760254, -0.0006123098428361118]",good,drop_argument,703,syntax,argument_structure,sample9,-4.046450138092041,-4.233305931091309,TRUE
Name looked like .,-4.233305931091309,-21.16653060913086,"what , like to","[-3.224195957183838, -10.291028022766113, -0.852652907371521, -6.798003196716309, -0.0006504327175207436]",bad,drop_argument,703,syntax,argument_structure,sample9,-4.046450138092041,-4.233305931091309,TRUE
some boys care for .,-5.985635757446289,-35.913814544677734,what what . . you,"[-5.93073844909668, -5.979596138000488, -11.945618629455566, -5.755859375, -6.3018059730529785, -0.00019858295854646713]",bad,drop_argument,715,syntax,argument_structure,sample1,-4.331851005554199,-5.985635757446289,TRUE
some boys see .,-4.331851005554199,-21.659255981445312,what what . if,"[-5.93073844909668, -5.979596138000488, -8.032587051391602, -1.7160111665725708, -0.00032300499151460826]",good,drop_argument,715,syntax,argument_structure,sample1,-4.331851005554199,-5.985635757446289,TRUE
some boys care for .,-6.703819751739502,-40.22291946411133,what what ? ? the,"[-5.792550086975098, -7.767217636108398, -13.362241744995117, -4.8689656257629395, -8.431538581848145, -0.000406301929615438]",bad,drop_argument,715,syntax,argument_structure,sample10,-4.864169120788574,-6.703819751739502,TRUE
some boys see .,-4.864169120788574,-24.320844650268555,what what ? ?,"[-5.792550086975098, -7.767217636108398, -8.329000473022461, -2.4314939975738525, -0.0005818104837089777]",good,drop_argument,715,syntax,argument_structure,sample10,-4.864169120788574,-6.703819751739502,TRUE
some boys care for .,-6.40638542175293,-38.43831253051758,what what ? ? you,"[-5.757920265197754, -8.890616416931152, -12.891456604003906, -5.5494279861450195, -5.348025321960449, -0.0008650851668789983]",bad,drop_argument,715,syntax,argument_structure,sample2,-4.938654899597168,-6.40638542175293,TRUE
some boys see .,-4.938654899597168,-24.693273544311523,what what ? what,"[-5.757920265197754, -8.890616416931152, -8.53940200805664, -1.5048967599868774, -0.0004395472351461649]",good,drop_argument,715,syntax,argument_structure,sample2,-4.938654899597168,-6.40638542175293,TRUE
some boys care for .,-5.343074321746826,-32.05844497680664,what what like . you,"[-5.763181686401367, -8.132149696350098, -11.153977394104004, -3.9155569076538086, -3.0928866863250732, -0.0006903410539962351]",bad,drop_argument,715,syntax,argument_structure,sample3,-4.382862091064453,-5.343074321746826,TRUE
some boys see .,-4.382862091064453,-21.914310455322266,what what like .,"[-5.763181686401367, -8.132149696350098, -6.808955669403076, -1.2095837593078613, -0.0004406196530908346]",good,drop_argument,715,syntax,argument_structure,sample3,-4.382862091064453,-5.343074321746826,TRUE
some boys care for .,-5.5335564613342285,-33.20133972167969,what macaroni . of .,"[-6.037365913391113, -6.666867256164551, -11.781429290771484, -6.84144401550293, -1.8736120462417603, -0.0006208876147866249]",bad,drop_argument,715,syntax,argument_structure,sample4,-4.573199272155762,-5.5335564613342285,TRUE
some boys see .,-4.573199272155762,-22.865997314453125,what macaroni . .,"[-6.037365913391113, -6.666867256164551, -9.180059432983398, -0.9809268116950989, -0.000777776469476521]",good,drop_argument,715,syntax,argument_structure,sample4,-4.573199272155762,-5.5335564613342285,TRUE
some boys care for .,-5.657964706420898,-33.94778823852539,what more like of a,"[-6.12229585647583, -6.459240913391113, -10.753091812133789, -4.58657169342041, -6.025862216949463, -0.0007265550084412098]",bad,drop_argument,715,syntax,argument_structure,sample5,-4.347041130065918,-5.657964706420898,TRUE
some boys see .,-4.347041130065918,-21.735206604003906,what more like ?,"[-6.12229585647583, -6.459240913391113, -7.119063854217529, -2.033540725708008, -0.0010656398953869939]",good,drop_argument,715,syntax,argument_structure,sample5,-4.347041130065918,-5.657964706420898,TRUE
some boys care for .,-6.694820404052734,-40.168922424316406,what what . . Name,"[-5.516100883483887, -9.144474029541016, -15.218290328979492, -5.739477634429932, -4.550057411193848, -0.0005240259342826903]",bad,drop_argument,715,syntax,argument_structure,sample6,-4.580552577972412,-6.694820404052734,TRUE
some boys see .,-4.580552577972412,-22.90276336669922,what what . what,"[-5.516100883483887, -9.144474029541016, -5.782874584197998, -2.458728313446045, -0.0005845506675541401]",good,drop_argument,715,syntax,argument_structure,sample6,-4.580552577972412,-6.694820404052734,TRUE
some boys care for .,-6.22500467300415,-37.35002899169922,what what do . you,"[-5.829641819000244, -8.330143928527832, -11.899831771850586, -6.929429054260254, -4.360339164733887, -0.000641974329482764]",bad,drop_argument,715,syntax,argument_structure,sample7,-4.1727495193481445,-6.22500467300415,TRUE
some boys see .,-4.1727495193481445,-20.863746643066406,what what do .,"[-5.829641819000244, -8.330143928527832, -5.911203384399414, -0.7919063568115234, -0.0008515069494023919]",good,drop_argument,715,syntax,argument_structure,sample7,-4.1727495193481445,-6.22500467300415,TRUE
some boys care for .,-6.017824172973633,-36.1069450378418,"what more , . you","[-6.137974262237549, -7.245410919189453, -12.243316650390625, -5.8334736824035645, -4.646263122558594, -0.0005087750032544136]",bad,drop_argument,715,syntax,argument_structure,sample8,-4.394871711730957,-6.017824172973633,TRUE
some boys see .,-4.394871711730957,-21.97435760498047,"what more , if","[-6.137974262237549, -7.245410919189453, -6.060035705566406, -2.530510425567627, -0.000426439888542518]",good,drop_argument,715,syntax,argument_structure,sample8,-4.394871711730957,-6.017824172973633,TRUE
some boys care for .,-6.704885005950928,-40.22930908203125,what what . of you,"[-6.20490026473999, -7.296550750732422, -12.661765098571777, -7.444190979003906, -6.621365070343018, -0.0005376085755415261]",bad,drop_argument,715,syntax,argument_structure,sample9,-4.632359981536865,-6.704885005950928,TRUE
some boys see .,-4.632359981536865,-23.161800384521484,what what . .,"[-6.20490026473999, -7.296550750732422, -8.261245727539062, -1.3985048532485962, -0.0006000387365929782]",good,drop_argument,715,syntax,argument_structure,sample9,-4.632359981536865,-6.704885005950928,TRUE
Name was watching .,-3.337213516235352,-16.686067581176758,"what , Name the","[-3.038832426071167, -5.888733386993408, -5.213338851928711, -2.54483699798584, -0.00032574593205936253]",good,drop_argument,744,syntax,argument_structure,sample1,-3.337213516235352,-3.917721509933472,TRUE
Name was walking through .,-3.917721509933472,-23.506328582763672,"what , Name ? the","[-3.038832426071167, -5.888733386993408, -4.703587055206299, -6.047614097595215, -3.827303409576416, -0.0002585315378382802]",bad,drop_argument,744,syntax,argument_structure,sample1,-3.337213516235352,-3.917721509933472,TRUE
Name was watching .,-3.4020438194274902,-17.01021957397461,"what , a Name","[-3.5443806648254395, -5.562223434448242, -5.3560380935668945, -2.5464305877685547, -0.0011472079204395413]",good,drop_argument,744,syntax,argument_structure,sample10,-3.4020438194274902,-4.613011360168457,TRUE
Name was walking through .,-4.613011360168457,-27.678068161010742,"what , a . that","[-3.5443806648254395, -5.562223434448242, -6.192241668701172, -7.3544921875, -5.0241546630859375, -0.000576449150685221]",bad,drop_argument,744,syntax,argument_structure,sample10,-3.4020438194274902,-4.613011360168457,TRUE
Name was watching .,-3.4084372520446777,-17.042186737060547,"what , playing the","[-3.3328781127929688, -5.135676383972168, -6.1805925369262695, -2.392204761505127, -0.0008339979685842991]",good,drop_argument,744,syntax,argument_structure,sample2,-3.4084372520446777,-4.349180698394775,TRUE
Name was walking through .,-4.349180698394775,-26.09508514404297,"what , playing on the","[-3.3328781127929688, -5.135676383972168, -5.500158786773682, -5.696437358856201, -6.429364204406738, -0.0005703729693777859]",bad,drop_argument,744,syntax,argument_structure,sample2,-3.4084372520446777,-4.349180698394775,TRUE
Name was watching .,-3.1531310081481934,-15.765655517578125,what . a and,"[-3.209115743637085, -5.662879943847656, -4.531956195831299, -2.361246109008789, -0.0004580163804348558]",good,drop_argument,744,syntax,argument_structure,sample3,-3.1531310081481934,-4.683516979217529,TRUE
Name was walking through .,-4.683516979217529,-28.10110092163086,what . a ? the,"[-3.209115743637085, -5.662879943847656, -5.981985092163086, -7.519725799560547, -5.727125644683838, -0.00026925752172246575]",bad,drop_argument,744,syntax,argument_structure,sample3,-3.1531310081481934,-4.683516979217529,TRUE
Name was watching .,-3.42277455329895,-17.113872528076172,"what , going and","[-3.3675284385681152, -5.276711940765381, -6.305485725402832, -2.163421630859375, -0.0007253637886606157]",good,drop_argument,744,syntax,argument_structure,sample4,-3.42277455329895,-4.26344108581543,TRUE
Name was walking through .,-4.26344108581543,-25.580646514892578,"what , going on the","[-3.3675284385681152, -5.276711940765381, -6.128073692321777, -6.559032440185547, -4.248438835144043, -0.0008625839254818857]",bad,drop_argument,744,syntax,argument_structure,sample4,-3.42277455329895,-4.26344108581543,TRUE
Name was watching .,-3.976786136627197,-19.883930206298828,"what , a .","[-2.9871325492858887, -5.937201499938965, -9.746478080749512, -1.212699294090271, -0.0004170263418927789]",good,drop_argument,744,syntax,argument_structure,sample5,-3.976786136627197,-3.929752588272095,FALSE
Name was walking through .,-3.929752588272095,-23.578516006469727,"what , a . the","[-2.9871325492858887, -5.937201499938965, -4.862154960632324, -5.838708877563477, -3.952852249145508, -0.00046492734691128135]",bad,drop_argument,744,syntax,argument_structure,sample5,-3.976786136627197,-3.929752588272095,FALSE
Name was watching .,-4.415275096893311,-22.07637596130371,"what , a the","[-3.349701166152954, -5.53365421295166, -10.117774963378906, -3.0742812156677246, -0.0009631047723814845]",good,drop_argument,744,syntax,argument_structure,sample6,-4.415275096893311,-4.313762187957764,FALSE
Name was walking through .,-4.313762187957764,-25.882572174072266,"what , a ? the","[-3.349701166152954, -5.53365421295166, -4.991460800170898, -5.831132888793945, -6.1760759353637695, -0.0005472592893056571]",bad,drop_argument,744,syntax,argument_structure,sample6,-4.415275096893311,-4.313762187957764,FALSE
Name was watching .,-3.6482110023498535,-18.24105453491211,"what , that .","[-3.405649185180664, -5.274982452392578, -8.302685737609863, -1.2571256160736084, -0.0006124289939180017]",good,drop_argument,744,syntax,argument_structure,sample7,-3.6482110023498535,-5.026121616363525,TRUE
Name was walking through .,-5.026121616363525,-30.15673065185547,"what , that like the","[-3.405649185180664, -5.274982452392578, -8.72061538696289, -5.832600116729736, -6.922271728515625, -0.0006133820279501379]",bad,drop_argument,744,syntax,argument_structure,sample7,-3.6482110023498535,-5.026121616363525,TRUE
Name was watching .,-3.376871109008789,-16.884355545043945,"what , talking and","[-3.1054515838623047, -5.358878135681152, -5.62662410736084, -2.792938232421875, -0.0004634975048247725]",good,drop_argument,744,syntax,argument_structure,sample8,-3.376871109008789,-4.177577495574951,TRUE
Name was walking through .,-4.177577495574951,-25.06546401977539,"what , talking ? the","[-3.1054515838623047, -5.358878135681152, -4.888254165649414, -5.518726825714111, -6.193808555603027, -0.00034397884155623615]",bad,drop_argument,744,syntax,argument_structure,sample8,-3.376871109008789,-4.177577495574951,TRUE
Name was watching .,-3.4905002117156982,-17.45250129699707,"what , a Name","[-3.224195957183838, -5.868238925933838, -4.910905838012695, -3.448596477508545, -0.0005639393348246813]",good,drop_argument,744,syntax,argument_structure,sample9,-3.4905002117156982,-4.601512432098389,TRUE
Name was walking through .,-4.601512432098389,-27.60907554626465,"what , a in the","[-3.224195957183838, -5.868238925933838, -6.376583099365234, -6.176183700561523, -5.963413238525391, -0.0004619484825525433]",bad,drop_argument,744,syntax,argument_structure,sample9,-3.4905002117156982,-4.601512432098389,TRUE
Name wears .,-3.341416120529175,-13.3656644821167,"what , sneakers","[-3.038832426071167, -7.2126288414001465, -3.1138014793395996, -0.0004012971476186067]",bad,drop_argument,759,syntax,argument_structure,sample1,-3.087765693664551,-3.341416120529175,TRUE
Name forgot .,-3.087765693664551,-12.351062774658203,"what , .","[-3.038832426071167, -7.917891979217529, -1.394095778465271, -0.00024291902082040906]",good,drop_argument,759,syntax,argument_structure,sample1,-3.087765693664551,-3.341416120529175,TRUE
Name wears .,-3.5388569831848145,-14.155427932739258,"what , sneakers","[-3.5443806648254395, -6.48393440246582, -4.126635551452637, -0.0004781533498317003]",bad,drop_argument,759,syntax,argument_structure,sample10,-4.173670768737793,-3.5388569831848145,FALSE
Name forgot .,-4.173670768737793,-16.694683074951172,"what , to","[-3.5443806648254395, -11.413626670837402, -1.7360384464263916, -0.0006370898918248713]",good,drop_argument,759,syntax,argument_structure,sample10,-4.173670768737793,-3.5388569831848145,FALSE
Name wears .,-5.084362030029297,-20.337448120117188,"what , Name","[-3.3328781127929688, -10.619497299194336, -6.3839192390441895, -0.0011544713051989675]",bad,drop_argument,759,syntax,argument_structure,sample2,-3.1074323654174805,-5.084362030029297,TRUE
Name forgot .,-3.1074323654174805,-12.429729461669922,"what , .","[-3.3328781127929688, -7.519077301025391, -1.5767822265625, -0.0009919252479448915]",good,drop_argument,759,syntax,argument_structure,sample2,-3.1074323654174805,-5.084362030029297,TRUE
Name wears .,-4.33858060836792,-17.35432243347168,what . the,"[-3.209115743637085, -10.259331703186035, -3.885369062423706, -0.0005061537376604974]",bad,drop_argument,759,syntax,argument_structure,sample3,-3.8616936206817623,-4.33858060836792,TRUE
Name forgot .,-3.8616936206817623,-15.44677448272705,what . ?,"[-3.209115743637085, -10.627633094787598, -1.6095986366271973, -0.00042632073746062815]",good,drop_argument,759,syntax,argument_structure,sample3,-3.8616936206817623,-4.33858060836792,TRUE
Name wears .,-4.618628025054932,-18.474512100219727,"what , you","[-3.3675284385681152, -11.714103698730469, -3.3920350074768066, -0.0008455515489913523]",bad,drop_argument,759,syntax,argument_structure,sample4,-3.5253469944000244,-4.618628025054932,TRUE
Name forgot .,-3.5253469944000244,-14.101387977600098,"what , .","[-3.3675284385681152, -9.837467193603516, -0.8959572315216064, -0.00043442347669042647]",good,drop_argument,759,syntax,argument_structure,sample4,-3.5253469944000244,-4.618628025054932,TRUE
Name wears .,-4.78978157043457,-19.15912628173828,"what , it","[-2.9871325492858887, -11.500210762023926, -4.671286582946777, -0.0004953111056238413]",bad,drop_argument,759,syntax,argument_structure,sample5,-3.6997859477996826,-4.78978157043457,TRUE
Name forgot .,-3.6997859477996826,-14.79914379119873,"what , .","[-2.9871325492858887, -11.157769203186035, -0.6536917090415955, -0.0005514293443411589]",good,drop_argument,759,syntax,argument_structure,sample5,-3.6997859477996826,-4.78978157043457,TRUE
Name wears .,-4.510004043579102,-18.040016174316406,"what , Name","[-3.349701166152954, -10.251213073730469, -4.438642501831055, -0.0004599228559527546]",bad,drop_argument,759,syntax,argument_structure,sample6,-3.6482138633728023,-4.510004043579102,TRUE
Name forgot .,-3.6482138633728023,-14.592855453491211,"what , .","[-3.349701166152954, -9.963140487670898, -1.279313564300537, -0.0007003477076068521]",good,drop_argument,759,syntax,argument_structure,sample6,-3.6482138633728023,-4.510004043579102,TRUE
Name wears .,-4.15495491027832,-16.61981964111328,"what , that","[-3.405649185180664, -9.68702507019043, -3.526336669921875, -0.0008083889842964709]",bad,drop_argument,759,syntax,argument_structure,sample7,-4.129217147827148,-4.15495491027832,TRUE
Name forgot .,-4.129217147827148,-16.516868591308594,"what , to","[-3.405649185180664, -11.205150604248047, -1.9055094718933105, -0.0005586970364674926]",good,drop_argument,759,syntax,argument_structure,sample7,-4.129217147827148,-4.15495491027832,TRUE
Name wears .,-3.537826538085937,-14.15130615234375,"what , sneakers","[-3.1054515838623047, -7.382870197296143, -3.6627626419067383, -0.00022218143567442894]",bad,drop_argument,759,syntax,argument_structure,sample8,-4.346967697143555,-3.537826538085937,FALSE
Name forgot .,-4.346967697143555,-17.38787078857422,"what , ?","[-3.1054515838623047, -12.754907608032227, -1.5271313190460205, -0.00037865620106458664]",good,drop_argument,759,syntax,argument_structure,sample8,-4.346967697143555,-3.537826538085937,FALSE
Name wears .,-3.071420907974243,-12.285683631896973,"what , sneakers","[-3.224195957183838, -6.602052211761475, -2.4589457511901855, -0.0004897110629826784]",bad,drop_argument,759,syntax,argument_structure,sample9,-3.0579583644866943,-3.071420907974243,TRUE
Name forgot .,-3.0579583644866943,-12.231833457946777,"what , to","[-3.224195957183838, -7.363938808441162, -1.643272876739502, -0.000426439888542518]",good,drop_argument,759,syntax,argument_structure,sample9,-3.0579583644866943,-3.071420907974243,TRUE
Name has gone to .,-3.4016265869140625,-20.409759521484375,"what , a to be","[-3.038832426071167, -4.457264423370361, -6.266104698181152, -1.0624544620513916, -5.584671974182129, -0.0004316828562878072]",bad,drop_argument,775,syntax,argument_structure,sample1,-3.8335907459259033,-3.4016265869140625,FALSE
Name has left .,-3.8335907459259033,-19.167953491210938,"what , a .","[-3.038832426071167, -4.457264423370361, -10.587337493896484, -1.0839998722076416, -0.0005192600074224174]",good,drop_argument,775,syntax,argument_structure,sample1,-3.8335907459259033,-3.4016265869140625,FALSE
Name has gone to .,-3.60646915435791,-21.63881492614746,"what , a ? Name","[-3.5443806648254395, -3.707185983657837, -6.101319313049316, -2.5533671379089355, -5.731893539428711, -0.0006683023530058563]",bad,drop_argument,775,syntax,argument_structure,sample10,-3.7630715370178223,-3.60646915435791,FALSE
Name has left .,-3.7630715370178223,-18.815357208251953,"what , a it","[-3.5443806648254395, -3.707185983657837, -9.042886734008789, -2.520352363586426, -0.0005535738891921937]",good,drop_argument,775,syntax,argument_structure,sample10,-3.7630715370178223,-3.60646915435791,FALSE
Name has gone to .,-4.178867340087891,-25.073204040527344,"what , a in the","[-3.3328781127929688, -4.262863636016846, -7.177387237548828, -4.627543926239014, -5.671936988830566, -0.000592890428379178]",bad,drop_argument,775,syntax,argument_structure,sample2,-4.169013977050781,-4.178867340087891,TRUE
Name has left .,-4.169013977050781,-20.845069885253906,"what , a the","[-3.3328781127929688, -4.262863636016846, -10.402652740478516, -2.845770835876465, -0.0009030792862176895]",good,drop_argument,775,syntax,argument_structure,sample2,-4.169013977050781,-4.178867340087891,TRUE
Name has gone to .,-2.5368268489837646,-15.22096061706543,what . a to be,"[-3.209115743637085, -3.4550068378448486, -4.021404266357422, -0.7963377237319946, -3.7384862899780273, -0.0006092122639529407]",bad,drop_argument,775,syntax,argument_structure,sample3,-4.375929832458496,-2.5368268489837646,FALSE
Name has left .,-4.375929832458496,-21.879650115966797,what . a on,"[-3.209115743637085, -3.4550068378448486, -11.690692901611328, -3.5242412090301514, -0.0005938435206189752]",good,drop_argument,775,syntax,argument_structure,sample3,-4.375929832458496,-2.5368268489837646,FALSE
Name has gone to .,-3.608232498168945,-21.649394989013672,"what , a to be","[-3.3675284385681152, -3.868361234664917, -9.125088691711426, -1.2292258739471436, -4.058557987213135, -0.0006320862448774278]",bad,drop_argument,775,syntax,argument_structure,sample4,-3.961666822433472,-3.608232498168945,FALSE
Name has left .,-3.961666822433472,-19.808334350585938,"what , a a","[-3.3675284385681152, -3.868361234664917, -10.021053314208984, -2.5502967834472656, -0.0010942192748188972]",good,drop_argument,775,syntax,argument_structure,sample4,-3.961666822433472,-3.608232498168945,FALSE
Name has gone to .,-2.856867551803589,-17.141204833984375,"what , a to school","[-2.9871325492858887, -4.026054859161377, -5.152809143066406, -1.0058928728103638, -3.9686734676361084, -0.0006422125734388828]",bad,drop_argument,775,syntax,argument_structure,sample5,-4.210383415222168,-2.856867551803589,FALSE
Name has left .,-4.210383415222168,-21.051918029785156,"what , a a","[-2.9871325492858887, -4.026054859161377, -11.960952758789062, -2.077151298522949, -0.0006255338666960597]",good,drop_argument,775,syntax,argument_structure,sample5,-4.210383415222168,-2.856867551803589,FALSE
Name has gone to .,-3.745497465133667,-22.472984313964844,"what , a ? Name","[-3.349701166152954, -3.5318338871002197, -8.000347137451172, -2.6905786991119385, -4.89988899230957, -0.0006348263123072684]",bad,drop_argument,775,syntax,argument_structure,sample6,-4.250293254852295,-3.745497465133667,FALSE
Name has left .,-4.250293254852295,-21.251466751098633,"what , a a","[-3.349701166152954, -3.5318338871002197, -9.944703102111816, -4.424388885498047, -0.0008401916129514575]",good,drop_argument,775,syntax,argument_structure,sample6,-4.250293254852295,-3.745497465133667,FALSE
