Sentence,WUGgedSentence,Score,LenFacScore,CleanedParse,GoodBad,Filename,pair_id,field,linguistics_term,Grammar,good_score,bad_score,correct_pair
what pants would Name wear ?,what pants would Name wear ?,-33.369349258568555,-5.561558209761426,(ROOT (WHNP (WDT _what) (NNS _pants)) (SQ (MD _would) (NP _Name) (VP _wear)) (. _?)),good,left_branch_island_simple_question,591,syntax,island_effects,sample5_PCFG.0.FG-output.rank-1,-5.561558209761426,-4.957403197634673,FALSE
what would Name wear pants ?,what would Name wear pants ?,-29.661052090466796,-4.943508681744466,(ROOT (WHNP _what) (SQ (MD _would) (NP _Name) (VP (VB _wear) (NP _pants))) (. _?)),bad,left_branch_island_simple_question,591,syntax,island_effects,sample6_PCFG.0.FG-output.rank-1,-5.553294575584395,-4.943508681744466,FALSE
what pants would Name wear ?,what pants would Name wear ?,-33.31976745350637,-5.553294575584395,(ROOT (WHNP (WDT _what) (NNS _pants)) (SQ (MD _would) (NP _Name) (VP _wear)) (. _?)),good,left_branch_island_simple_question,591,syntax,island_effects,sample6_PCFG.0.FG-output.rank-1,-5.553294575584395,-4.943508681744466,FALSE
what would Name wear pants ?,what would Name wear pants ?,-28.92776844104744,-4.821294740174573,(ROOT (WHNP _what) (SQ (MD _would) (NP _Name) (VP (VB _wear) (NP _pants))) (. _?)),bad,left_branch_island_simple_question,591,syntax,island_effects,sample7_PCFG.0.FG-output.rank-1,-5.342911721761717,-4.821294740174573,FALSE
what pants would Name wear ?,what pants would Name wear ?,-32.057470330570304,-5.342911721761717,(ROOT (WHNP (WDT _what) (NNS _pants)) (SQ (MD _would) (NP _Name) (VP _wear)) (. _?)),good,left_branch_island_simple_question,591,syntax,island_effects,sample7_PCFG.0.FG-output.rank-1,-5.342911721761717,-4.821294740174573,FALSE
what would Name wear pants ?,what would Name wear pants ?,-29.653774155269417,-4.942295692544903,(ROOT (WHNP _what) (SQ (MD _would) (NP _Name) (VP (VB _wear) (NP _pants))) (. _?)),bad,left_branch_island_simple_question,591,syntax,island_effects,sample8_PCFG.0.FG-output.rank-1,-5.417585445657987,-4.942295692544903,FALSE
what pants would Name wear ?,what pants would Name wear ?,-32.50551267394792,-5.417585445657987,(ROOT (WHNP (WDT _what) (NNS _pants)) (SQ (MD _would) (NP _Name) (VP _wear)) (. _?)),good,left_branch_island_simple_question,591,syntax,island_effects,sample8_PCFG.0.FG-output.rank-1,-5.417585445657987,-4.942295692544903,FALSE
what would Name wear pants ?,what would Name wear pants ?,-29.673701337698027,-4.945616889616338,(ROOT (WHNP _what) (SQ (MD _would) (NP _Name) (VP (VB _wear) (NP _pants))) (. _?)),bad,left_branch_island_simple_question,591,syntax,island_effects,sample9_PCFG.0.FG-output.rank-1,-5.440296379559865,-4.945616889616338,FALSE
what pants would Name wear ?,what pants would Name wear ?,-32.641778277359194,-5.440296379559865,(ROOT (WHNP (WDT _what) (NNS _pants)) (SQ (MD _would) (NP _Name) (VP _wear)) (. _?)),good,left_branch_island_simple_question,591,syntax,island_effects,sample9_PCFG.0.FG-output.rank-1,-5.440296379559865,-4.945616889616338,FALSE
whose has Name taken gloves ?,whose has Name taken gloves ?,-40.32178411593226,-6.720297352655376,(ROOT (WHNP _whose) (SQ (AUX _has) (NP _Name) (VP (VBN _taken) (NP _gloves))) (. _?)),bad,left_branch_island_simple_question,598,syntax,island_effects,sample1_PCFG.0.FG-output.rank-1,-6.133660545710888,-6.720297352655376,TRUE
whose gloves has Name taken ?,whose gloves has Name taken ?,-36.801963274265326,-6.133660545710888,(ROOT (WHNP (WP$ _whose) (NNS _gloves)) (SQ (AUX _has) (NP _Name) (VP _taken)) (. _?)),good,left_branch_island_simple_question,598,syntax,island_effects,sample1_PCFG.0.FG-output.rank-1,-6.133660545710888,-6.720297352655376,TRUE
whose has Name taken gloves ?,whose has Name taken gloves ?,-40.79325631689673,-6.798876052816122,(ROOT (WHNP _whose) (SQ (AUX _has) (NP _Name) (VP (VBN _taken) (NP _gloves))) (. _?)),bad,left_branch_island_simple_question,598,syntax,island_effects,sample10_PCFG.0.FG-output.rank-1,-6.251072849636816,-6.798876052816122,TRUE
whose gloves has Name taken ?,whose gloves has Name taken ?,-37.50643709782089,-6.251072849636816,(ROOT (WHNP (WP$ _whose) (NNS _gloves)) (SQ (AUX _has) (NP _Name) (VP _taken)) (. _?)),good,left_branch_island_simple_question,598,syntax,island_effects,sample10_PCFG.0.FG-output.rank-1,-6.251072849636816,-6.798876052816122,TRUE
whose has Name taken gloves ?,whose has Name taken gloves ?,-39.74191973204815,-6.623653288674692,(ROOT (WHNP _whose) (SQ (AUX _has) (NP _Name) (VP (VBN _taken) (NP _gloves))) (. _?)),bad,left_branch_island_simple_question,598,syntax,island_effects,sample2_PCFG.0.FG-output.rank-1,-6.222639546476599,-6.623653288674692,TRUE
whose gloves has Name taken ?,whose gloves has Name taken ?,-37.33583727885959,-6.222639546476599,(ROOT (WHNP (WP$ _whose) (NNS _gloves)) (SQ (AUX _has) (NP _Name) (VP _taken)) (. _?)),good,left_branch_island_simple_question,598,syntax,island_effects,sample2_PCFG.0.FG-output.rank-1,-6.222639546476599,-6.623653288674692,TRUE
whose has Name taken gloves ?,whose has Name taken gloves ?,-40.06388226106057,-6.677313710176762,(ROOT (WHNP _whose) (SQ (AUX _has) (NP _Name) (VP (VBN _taken) (NP _gloves))) (. _?)),bad,left_branch_island_simple_question,598,syntax,island_effects,sample3_PCFG.0.FG-output.rank-1,-6.145398955760072,-6.677313710176762,TRUE
whose gloves has Name taken ?,whose gloves has Name taken ?,-36.87239373456043,-6.145398955760072,(ROOT (WHNP (WP$ _whose) (NNS _gloves)) (SQ (AUX _has) (NP _Name) (VP _taken)) (. _?)),good,left_branch_island_simple_question,598,syntax,island_effects,sample3_PCFG.0.FG-output.rank-1,-6.145398955760072,-6.677313710176762,TRUE
whose has Name taken gloves ?,whose has Name taken gloves ?,-40.317662986163874,-6.719610497693979,(ROOT (WHNP _whose) (SQ (AUX _has) (NP _Name) (VP (VBN _taken) (NP _gloves))) (. _?)),bad,left_branch_island_simple_question,598,syntax,island_effects,sample4_PCFG.0.FG-output.rank-1,-6.211554229631667,-6.719610497693979,TRUE
whose gloves has Name taken ?,whose gloves has Name taken ?,-37.269325377790004,-6.211554229631667,(ROOT (WHNP (WP$ _whose) (NNS _gloves)) (SQ (AUX _has) (NP _Name) (VP _taken)) (. _?)),good,left_branch_island_simple_question,598,syntax,island_effects,sample4_PCFG.0.FG-output.rank-1,-6.211554229631667,-6.719610497693979,TRUE
whose has Name taken gloves ?,whose has Name taken gloves ?,-41.70096328559688,-6.95016054759948,(ROOT (WHNP _whose) (VP (AUX _has) (NP _Name) (VP (VBN _taken) (NP _gloves))) (. _?)),bad,left_branch_island_simple_question,598,syntax,island_effects,sample5_PCFG.0.FG-output.rank-1,-6.372767950756959,-6.95016054759948,TRUE
whose gloves has Name taken ?,whose gloves has Name taken ?,-38.236607704541754,-6.372767950756959,(ROOT (WHNP (WP$ _whose) (NNS _gloves)) (VP (AUX _has) (NP _Name) (VP _taken)) (. _?)),good,left_branch_island_simple_question,598,syntax,island_effects,sample5_PCFG.0.FG-output.rank-1,-6.372767950756959,-6.95016054759948,TRUE
whose has Name taken gloves ?,whose has Name taken gloves ?,-41.097953732311694,-6.849658955385283,(ROOT (WHNP _whose) (SQ (AUX _has) (NP _Name) (VP (VBN _taken) (NP _gloves))) (. _?)),bad,left_branch_island_simple_question,598,syntax,island_effects,sample6_PCFG.0.FG-output.rank-1,-6.088474963936835,-6.849658955385283,TRUE
whose gloves has Name taken ?,whose gloves has Name taken ?,-36.53084978362101,-6.088474963936835,(ROOT (WHNP (WP$ _whose) (NNS _gloves)) (SQ (AUX _has) (NP _Name) (VP _taken)) (. _?)),good,left_branch_island_simple_question,598,syntax,island_effects,sample6_PCFG.0.FG-output.rank-1,-6.088474963936835,-6.849658955385283,TRUE
whose has Name taken gloves ?,whose has Name taken gloves ?,-41.85509504770073,-6.975849174616788,(ROOT (WHNP _whose) (SQ (AUX _has) (NP _Name) (VP (VBN _taken) (NP _gloves))) (. _?)),bad,left_branch_island_simple_question,598,syntax,island_effects,sample7_PCFG.0.FG-output.rank-1,-6.215232456633828,-6.975849174616788,TRUE
whose gloves has Name taken ?,whose gloves has Name taken ?,-37.29139473980297,-6.215232456633828,(ROOT (WHNP (WP$ _whose) (NNS _gloves)) (SQ (AUX _has) (NP _Name) (VP _taken)) (. _?)),good,left_branch_island_simple_question,598,syntax,island_effects,sample7_PCFG.0.FG-output.rank-1,-6.215232456633828,-6.975849174616788,TRUE
whose has Name taken gloves ?,whose has Name taken gloves ?,-40.471129476977445,-6.745188246162908,(ROOT (WHNP _whose) (SQ (AUX _has) (NP _Name) (VP (VBN _taken) (NP _gloves))) (. _?)),bad,left_branch_island_simple_question,598,syntax,island_effects,sample8_PCFG.0.FG-output.rank-1,-6.007146953694174,-6.745188246162908,TRUE
whose gloves has Name taken ?,whose gloves has Name taken ?,-36.04288172216504,-6.007146953694174,(ROOT (WHNP (WP$ _whose) (NNS _gloves)) (SQ (AUX _has) (NP _Name) (VP _taken)) (. _?)),good,left_branch_island_simple_question,598,syntax,island_effects,sample8_PCFG.0.FG-output.rank-1,-6.007146953694174,-6.745188246162908,TRUE
whose has Name taken gloves ?,whose has Name taken gloves ?,-41.9174406622281,-6.986240110371351,(ROOT (WHNP _whose) (SQ (AUX _has) (NP _Name) (VP (VBN _taken) (NP _gloves))) (. _?)),bad,left_branch_island_simple_question,598,syntax,island_effects,sample9_PCFG.0.FG-output.rank-1,-6.3465312097029525,-6.986240110371351,TRUE
whose gloves has Name taken ?,whose gloves has Name taken ?,-38.079187258217715,-6.3465312097029525,(ROOT (WHNP (WP$ _whose) (NNS _gloves)) (SQ (AUX _has) (NP _Name) (VP _taken)) (. _?)),good,left_branch_island_simple_question,598,syntax,island_effects,sample9_PCFG.0.FG-output.rank-1,-6.3465312097029525,-6.986240110371351,TRUE
what is Name buying teeth ?,what is Name buying teeth ?,-32.569587124495605,-5.428264520749267,(ROOT (WHNP _what) (SQ (AUX _is) (NP _Name) (VP (VBG _buying) (NP _teeth))) (. _?)),bad,left_branch_island_simple_question,600,syntax,island_effects,sample1_PCFG.0.FG-output.rank-1,-5.780068301045623,-5.428264520749267,FALSE
what teeth is Name buying ?,what teeth is Name buying ?,-34.68040980627374,-5.780068301045623,(ROOT (WHNP (WDT _what) (NNS _teeth)) (SQ (AUX _is) (NP _Name) (VP _buying)) (. _?)),good,left_branch_island_simple_question,600,syntax,island_effects,sample1_PCFG.0.FG-output.rank-1,-5.780068301045623,-5.428264520749267,FALSE
what is Name buying teeth ?,what is Name buying teeth ?,-33.03717717743585,-5.5061961962393084,(ROOT (WHNP _what) (SQ (AUX _is) (NP _Name) (VP (VBG _buying) (NP _teeth))) (. _?)),bad,left_branch_island_simple_question,600,syntax,island_effects,sample10_PCFG.0.FG-output.rank-1,-5.83643473319425,-5.5061961962393084,FALSE
what teeth is Name buying ?,what teeth is Name buying ?,-35.0186083991655,-5.83643473319425,(ROOT (WHNP (WDT _what) (NNS _teeth)) (SQ (AUX _is) (NP _Name) (VP _buying)) (. _?)),good,left_branch_island_simple_question,600,syntax,island_effects,sample10_PCFG.0.FG-output.rank-1,-5.83643473319425,-5.5061961962393084,FALSE
what is Name buying teeth ?,what is Name buying teeth ?,-32.585342847303096,-5.430890474550516,(ROOT (WHNP _what) (SQ (AUX _is) (NP _Name) (VP (VBG _buying) (NP _teeth))) (. _?)),bad,left_branch_island_simple_question,600,syntax,island_effects,sample2_PCFG.0.FG-output.rank-1,-5.763007840749286,-5.430890474550516,FALSE
what teeth is Name buying ?,what teeth is Name buying ?,-34.57804704449572,-5.763007840749286,(ROOT (WHNP (WDT _what) (NNS _teeth)) (SQ (AUX _is) (NP _Name) (VP _buying)) (. _?)),good,left_branch_island_simple_question,600,syntax,island_effects,sample2_PCFG.0.FG-output.rank-1,-5.763007840749286,-5.430890474550516,FALSE
what is Name buying teeth ?,what is Name buying teeth ?,-31.966389276489313,-5.327731546081552,(ROOT (WHNP _what) (SQ (AUX _is) (NP _Name) (VP (VBG _buying) (NP _teeth))) (. _?)),bad,left_branch_island_simple_question,600,syntax,island_effects,sample3_PCFG.0.FG-output.rank-1,-5.587106136675374,-5.327731546081552,FALSE
what teeth is Name buying ?,what teeth is Name buying ?,-33.52263682005224,-5.587106136675374,(ROOT (WHNP (WDT _what) (NNS _teeth)) (SQ (AUX _is) (NP _Name) (VP _buying)) (. _?)),good,left_branch_island_simple_question,600,syntax,island_effects,sample3_PCFG.0.FG-output.rank-1,-5.587106136675374,-5.327731546081552,FALSE
what is Name buying teeth ?,what is Name buying teeth ?,-31.99541685705215,-5.332569476175358,(ROOT (WHNP _what) (SQ (AUX _is) (NP _Name) (VP (VBG _buying) (NP _teeth))) (. _?)),bad,left_branch_island_simple_question,600,syntax,island_effects,sample4_PCFG.0.FG-output.rank-1,-5.69474544655587,-5.332569476175358,FALSE
what teeth is Name buying ?,what teeth is Name buying ?,-34.16847267933522,-5.69474544655587,(ROOT (WHNP (WDT _what) (NNS _teeth)) (SQ (AUX _is) (NP _Name) (VP _buying)) (. _?)),good,left_branch_island_simple_question,600,syntax,island_effects,sample4_PCFG.0.FG-output.rank-1,-5.69474544655587,-5.332569476175358,FALSE
what is Name buying teeth ?,what is Name buying teeth ?,-32.86422186015483,-5.477370310025805,(ROOT (WHNP _what) (VP (AUX _is) (NP _Name) (VP (VBG _buying) (NP _teeth))) (. _?)),bad,left_branch_island_simple_question,600,syntax,island_effects,sample5_PCFG.0.FG-output.rank-1,-5.872199598616629,-5.477370310025805,FALSE
what teeth is Name buying ?,what teeth is Name buying ?,-35.23319759169978,-5.872199598616629,(ROOT (WHNP (WDT _what) (NNS _teeth)) (VP (AUX _is) (NP _Name) (VP _buying)) (. _?)),good,left_branch_island_simple_question,600,syntax,island_effects,sample5_PCFG.0.FG-output.rank-1,-5.872199598616629,-5.477370310025805,FALSE
what is Name buying teeth ?,what is Name buying teeth ?,-31.201906079381615,-5.200317679896936,(ROOT (WHNP _what) (SQ (AUX _is) (NP _Name) (VP (VBG _buying) (NP _teeth))) (. _?)),bad,left_branch_island_simple_question,600,syntax,island_effects,sample6_PCFG.0.FG-output.rank-1,-5.686391379983614,-5.200317679896936,FALSE
what teeth is Name buying ?,what teeth is Name buying ?,-34.11834827990168,-5.686391379983614,(ROOT (WHNP (WDT _what) (NNS _teeth)) (SQ (AUX _is) (NP _Name) (VP _buying)) (. _?)),good,left_branch_island_simple_question,600,syntax,island_effects,sample6_PCFG.0.FG-output.rank-1,-5.686391379983614,-5.200317679896936,FALSE
what is Name buying teeth ?,what is Name buying teeth ?,-32.555255990845694,-5.425875998474282,(ROOT (WHNP _what) (SQ (AUX _is) (NP _Name) (VP (VBG _buying) (NP _teeth))) (. _?)),bad,left_branch_island_simple_question,600,syntax,island_effects,sample7_PCFG.0.FG-output.rank-1,-5.6860266275360205,-5.425875998474282,FALSE
what teeth is Name buying ?,what teeth is Name buying ?,-34.116159765216125,-5.6860266275360205,(ROOT (WHNP (WDT _what) (NNS _teeth)) (SQ (AUX _is) (NP _Name) (VP _buying)) (. _?)),good,left_branch_island_simple_question,600,syntax,island_effects,sample7_PCFG.0.FG-output.rank-1,-5.6860266275360205,-5.425875998474282,FALSE
what is Name buying teeth ?,what is Name buying teeth ?,-33.80105561634372,-5.633509269390619,(ROOT (WHNP _what) (SQ (AUX _is) (NP _Name) (VP (VBG _buying) (NP _teeth))) (. _?)),bad,left_branch_island_simple_question,600,syntax,island_effects,sample8_PCFG.0.FG-output.rank-1,-5.951296502564214,-5.633509269390619,FALSE
what teeth is Name buying ?,what teeth is Name buying ?,-35.707779015385285,-5.951296502564214,(ROOT (WHNP (WDT _what) (NNS _teeth)) (SQ (AUX _is) (NP _Name) (VP _buying)) (. _?)),good,left_branch_island_simple_question,600,syntax,island_effects,sample8_PCFG.0.FG-output.rank-1,-5.951296502564214,-5.633509269390619,FALSE
what is Name buying teeth ?,what is Name buying teeth ?,-34.33955174748697,-5.723258624581162,(ROOT (WHNP _what) (SQ (COP _is) (NP _Name) (NP (VBG _buying) (NNS _teeth))) (. _?)),bad,left_branch_island_simple_question,600,syntax,island_effects,sample9_PCFG.0.FG-output.rank-1,-5.997860355731343,-5.723258624581162,FALSE
what teeth is Name buying ?,what teeth is Name buying ?,-35.98716213438806,-5.997860355731343,(ROOT (WHNP _what) (SQ (NP _teeth) (VP (AUX _is) (NP _Name) (VP _buying))) (. _?)),good,left_branch_island_simple_question,600,syntax,island_effects,sample9_PCFG.0.FG-output.rank-1,-5.997860355731343,-5.723258624581162,FALSE
what has Name hugged ladies ?,what has Name hugged ladies ?,-32.26983851437718,-5.378306419062863,(ROOT (WHNP _what) (SQ (AUX _has) (NP _Name) (VP (VBD _hugged) (NP _ladies))) (. _?)),bad,left_branch_island_simple_question,625,syntax,island_effects,sample1_PCFG.0.FG-output.rank-1,-5.853399418939097,-5.378306419062863,FALSE
what ladies has Name hugged ?,what ladies has Name hugged ?,-35.12039651363458,-5.853399418939097,(ROOT (WHNP (WDT _what) (NNS _ladies)) (SQ (AUX _has) (NP _Name) (VP _hugged)) (. _?)),good,left_branch_island_simple_question,625,syntax,island_effects,sample1_PCFG.0.FG-output.rank-1,-5.853399418939097,-5.378306419062863,FALSE
what has Name hugged ladies ?,what has Name hugged ladies ?,-32.99575733058687,-5.499292888431145,(ROOT (WHNP _what) (SQ (AUX _has) (NP _Name) (VP (VBD _hugged) (NP _ladies))) (. _?)),bad,left_branch_island_simple_question,625,syntax,island_effects,sample10_PCFG.0.FG-output.rank-1,-5.882249250963272,-5.499292888431145,FALSE
what ladies has Name hugged ?,what ladies has Name hugged ?,-35.29349550577963,-5.882249250963272,(ROOT (WHNP (WDT _what) (NNS _ladies)) (SQ (AUX _has) (NP _Name) (VP _hugged)) (. _?)),good,left_branch_island_simple_question,625,syntax,island_effects,sample10_PCFG.0.FG-output.rank-1,-5.882249250963272,-5.499292888431145,FALSE
what has Name hugged ladies ?,what has Name hugged ladies ?,-31.782010182957606,-5.297001697159601,(ROOT (WHNP _what) (SQ (AUX _has) (NP _Name) (VP (VBD _hugged) (NP _ladies))) (. _?)),bad,left_branch_island_simple_question,625,syntax,island_effects,sample2_PCFG.0.FG-output.rank-1,-5.685297957459518,-5.297001697159601,FALSE
what ladies has Name hugged ?,what ladies has Name hugged ?,-34.11178774475711,-5.685297957459518,(ROOT (WHNP (WDT _what) (NNS _ladies)) (SQ (AUX _has) (NP _Name) (VP _hugged)) (. _?)),good,left_branch_island_simple_question,625,syntax,island_effects,sample2_PCFG.0.FG-output.rank-1,-5.685297957459518,-5.297001697159601,FALSE
what has Name hugged ladies ?,what has Name hugged ladies ?,-32.01855069313679,-5.336425115522798,(ROOT (WHNP _what) (SQ (AUX _has) (NP _Name) (VP (VBD _hugged) (NP _ladies))) (. _?)),bad,left_branch_island_simple_question,625,syntax,island_effects,sample3_PCFG.0.FG-output.rank-1,-5.76253494131628,-5.336425115522798,FALSE
what ladies has Name hugged ?,what ladies has Name hugged ?,-34.57520964789768,-5.76253494131628,(ROOT (WHNP (WDT _what) (NNS _ladies)) (SQ (AUX _has) (NP _Name) (VP _hugged)) (. _?)),good,left_branch_island_simple_question,625,syntax,island_effects,sample3_PCFG.0.FG-output.rank-1,-5.76253494131628,-5.336425115522798,FALSE
what has Name hugged ladies ?,what has Name hugged ladies ?,-33.11480519597334,-5.51913419932889,(ROOT (WHNP _what) (SQ (AUX _has) (NP _Name) (VP (VBD _hugged) (NP _ladies))) (. _?)),bad,left_branch_island_simple_question,625,syntax,island_effects,sample4_PCFG.0.FG-output.rank-1,-5.949883226936212,-5.51913419932889,FALSE
what ladies has Name hugged ?,what ladies has Name hugged ?,-35.69929936161727,-5.949883226936212,(ROOT (WHNP (WDT _what) (NNS _ladies)) (SQ (AUX _has) (NP _Name) (VP _hugged)) (. _?)),good,left_branch_island_simple_question,625,syntax,island_effects,sample4_PCFG.0.FG-output.rank-1,-5.949883226936212,-5.51913419932889,FALSE
what has Name hugged ladies ?,what has Name hugged ladies ?,-32.576811425898086,-5.429468570983015,(ROOT (WHNP _what) (VP (AUX _has) (NP _Name) (VP (VBD _hugged) (NP _ladies))) (. _?)),bad,left_branch_island_simple_question,625,syntax,island_effects,sample5_PCFG.0.FG-output.rank-1,-5.961690893786384,-5.429468570983015,FALSE
what ladies has Name hugged ?,what ladies has Name hugged ?,-35.7701453627183,-5.961690893786384,(ROOT (WHNP (WDT _what) (NNS _ladies)) (VP (AUX _has) (NP _Name) (VP _hugged)) (. _?)),good,left_branch_island_simple_question,625,syntax,island_effects,sample5_PCFG.0.FG-output.rank-1,-5.961690893786384,-5.429468570983015,FALSE
what has Name hugged ladies ?,what has Name hugged ladies ?,-33.495815795150556,-5.582635965858426,(ROOT (WHNP _what) (SQ (AUX _has) (NP _Name) (VP (VBD _hugged) (NP _ladies))) (. _?)),bad,left_branch_island_simple_question,625,syntax,island_effects,sample6_PCFG.0.FG-output.rank-1,-6.1326434896424695,-5.582635965858426,FALSE
what ladies has Name hugged ?,what ladies has Name hugged ?,-36.79586093785482,-6.1326434896424695,(ROOT (WHNP (WDT _what) (NNS _ladies)) (SQ (AUX _has) (NP _Name) (VP _hugged)) (. _?)),good,left_branch_island_simple_question,625,syntax,island_effects,sample6_PCFG.0.FG-output.rank-1,-6.1326434896424695,-5.582635965858426,FALSE
what has Name hugged ladies ?,what has Name hugged ladies ?,-32.325030691389664,-5.387505115231611,(ROOT (WHNP _what) (SQ (AUX _has) (NP _Name) (VP (VBD _hugged) (NP _ladies))) (. _?)),bad,left_branch_island_simple_question,625,syntax,island_effects,sample7_PCFG.0.FG-output.rank-1,-5.794909826787195,-5.387505115231611,FALSE
what ladies has Name hugged ?,what ladies has Name hugged ?,-34.76945896072317,-5.794909826787195,(ROOT (WHNP (WDT _what) (NNS _ladies)) (SQ (AUX _has) (NP _Name) (VP _hugged)) (. _?)),good,left_branch_island_simple_question,625,syntax,island_effects,sample7_PCFG.0.FG-output.rank-1,-5.794909826787195,-5.387505115231611,FALSE
what has Name hugged ladies ?,what has Name hugged ladies ?,-32.15212789984402,-5.358687983307337,(ROOT (WHNP _what) (SQ (AUX _has) (NP _Name) (VP (VBD _hugged) (NP _ladies))) (. _?)),bad,left_branch_island_simple_question,625,syntax,island_effects,sample8_PCFG.0.FG-output.rank-1,-5.767233560106895,-5.358687983307337,FALSE
what ladies has Name hugged ?,what ladies has Name hugged ?,-34.60340136064137,-5.767233560106895,(ROOT (WHNP (WDT _what) (NNS _ladies)) (SQ (AUX _has) (NP _Name) (VP _hugged)) (. _?)),good,left_branch_island_simple_question,625,syntax,island_effects,sample8_PCFG.0.FG-output.rank-1,-5.767233560106895,-5.358687983307337,FALSE
what has Name hugged ladies ?,what has Name hugged ladies ?,-34.526560744368,-5.754426790728,(ROOT (WHNP _what) (SQ (AUX _has) (NP _Name) (VP (VBD _hugged) (NP _ladies))) (. _?)),bad,left_branch_island_simple_question,625,syntax,island_effects,sample9_PCFG.0.FG-output.rank-1,-6.043439660717148,-5.754426790728,FALSE
what ladies has Name hugged ?,what ladies has Name hugged ?,-36.26063796430289,-6.043439660717148,(ROOT (WHNP _what) (SQ (NP _ladies) (VP (AUX _has) (NP _Name) (VP _hugged))) (. _?)),good,left_branch_island_simple_question,625,syntax,island_effects,sample9_PCFG.0.FG-output.rank-1,-6.043439660717148,-5.754426790728,FALSE
whose has Name broken couch ?,whose has Name broken couch ?,-37.76340479095613,-6.293900798492689,(ROOT (WHNP _whose) (SQ (AUX _has) (NP _Name) (VP (VBN _broken) (NP _couch))) (. _?)),bad,left_branch_island_simple_question,643,syntax,island_effects,sample1_PCFG.0.FG-output.rank-1,-5.425610418007448,-6.293900798492689,TRUE
whose couch has Name broken ?,whose couch has Name broken ?,-32.55366250804469,-5.425610418007448,(ROOT (WHNP (WP$ _whose) (NN _couch)) (SQ (AUX _has) (NP _Name) (VP _broken)) (. _?)),good,left_branch_island_simple_question,643,syntax,island_effects,sample1_PCFG.0.FG-output.rank-1,-5.425610418007448,-6.293900798492689,TRUE
whose has Name broken couch ?,whose has Name broken couch ?,-38.312051427271555,-6.38534190454526,(ROOT (WHNP _whose) (SQ (AUX _has) (NP _Name) (VP (VBN _broken) (NP _couch))) (. _?)),bad,left_branch_island_simple_question,643,syntax,island_effects,sample10_PCFG.0.FG-output.rank-1,-5.692874583288254,-6.38534190454526,TRUE
whose couch has Name broken ?,whose couch has Name broken ?,-34.15724749972952,-5.692874583288254,(ROOT (WHNP (WP$ _whose) (NN _couch)) (SQ (AUX _has) (NP _Name) (VP _broken)) (. _?)),good,left_branch_island_simple_question,643,syntax,island_effects,sample10_PCFG.0.FG-output.rank-1,-5.692874583288254,-6.38534190454526,TRUE
whose has Name broken couch ?,whose has Name broken couch ?,-38.933775315887345,-6.488962552647891,(ROOT (WHNP _whose) (SQ (AUX _has) (NP _Name) (VP (VBN _broken) (NP _couch))) (. _?)),bad,left_branch_island_simple_question,643,syntax,island_effects,sample2_PCFG.0.FG-output.rank-1,-5.610233677154088,-6.488962552647891,TRUE
whose couch has Name broken ?,whose couch has Name broken ?,-33.66140206292452,-5.610233677154088,(ROOT (WHNP (WP$ _whose) (NN _couch)) (SQ (AUX _has) (NP _Name) (VP _broken)) (. _?)),good,left_branch_island_simple_question,643,syntax,island_effects,sample2_PCFG.0.FG-output.rank-1,-5.610233677154088,-6.488962552647891,TRUE
whose has Name broken couch ?,whose has Name broken couch ?,-38.328442747926914,-6.388073791321152,(ROOT (WHNP _whose) (SQ (AUX _has) (NP _Name) (VP (VBN _broken) (NP _couch))) (. _?)),bad,left_branch_island_simple_question,643,syntax,island_effects,sample3_PCFG.0.FG-output.rank-1,-5.512147869753068,-6.388073791321152,TRUE
whose couch has Name broken ?,whose couch has Name broken ?,-33.07288721851841,-5.512147869753068,(ROOT (WHNP (WP$ _whose) (NN _couch)) (SQ (AUX _has) (NP _Name) (VP _broken)) (. _?)),good,left_branch_island_simple_question,643,syntax,island_effects,sample3_PCFG.0.FG-output.rank-1,-5.512147869753068,-6.388073791321152,TRUE
whose has Name broken couch ?,whose has Name broken couch ?,-39.945006382089616,-6.657501063681603,(ROOT (WHNP _whose) (SQ (AUX _has) (NP _Name) (VP (VBN _broken) (NP _couch))) (. _?)),bad,left_branch_island_simple_question,643,syntax,island_effects,sample4_PCFG.0.FG-output.rank-1,-5.811402337650178,-6.657501063681603,TRUE
whose couch has Name broken ?,whose couch has Name broken ?,-34.86841402590107,-5.811402337650178,(ROOT (WHNP (WP$ _whose) (NN _couch)) (SQ (AUX _has) (NP _Name) (VP _broken)) (. _?)),good,left_branch_island_simple_question,643,syntax,island_effects,sample4_PCFG.0.FG-output.rank-1,-5.811402337650178,-6.657501063681603,TRUE
whose has Name broken couch ?,whose has Name broken couch ?,-39.661423907760664,-6.61023731796011,(ROOT (WHNP _whose) (VP (AUX _has) (NP _Name) (VP (VBN _broken) (NP _couch))) (. _?)),bad,left_branch_island_simple_question,643,syntax,island_effects,sample5_PCFG.0.FG-output.rank-1,-5.75064873191521,-6.61023731796011,TRUE
whose couch has Name broken ?,whose couch has Name broken ?,-34.50389239149126,-5.75064873191521,(ROOT (WHNP (WP$ _whose) (NN _couch)) (VP (AUX _has) (NP _Name) (VP _broken)) (. _?)),good,left_branch_island_simple_question,643,syntax,island_effects,sample5_PCFG.0.FG-output.rank-1,-5.75064873191521,-6.61023731796011,TRUE
